original,target,context,tense,form,person
The population status is thought and possibly known to be rare and threatened by disturbance by tourists .,The population status is thought but not known to be rare and threatened by disturbance by tourists .,"['Anomaloglossus roraima is a species of frog in the family Aromobatidae.', 'It is found on the tepui of southeastern Venezuela and western Guyana; it is expected to be found in the nearby Brazil.', 'Its type locality is Mount Roraima.', 'It mainly inhabits large bromeliads in tepui scrub and high-tepui meadows at elevations between  asl.']",past,fin,none
"The species was thought and possibly known to already have become extinct , but in 2007 , it was re-discovered in the Monteverde Cloud Forest of Costa Rica when a single male was found .","The species was thought but not known to already have become extinct , but in 2007 , it was re-discovered in the Monteverde Cloud Forest of Costa Rica when a single male was found .","['Isthmohyla rivularis is a rare species of frog in the family Hylidae.', 'It occurs in the cordilleras of Tilarán, Central, and Talamanca in Costa Rica as well as adjacent western Panama.']",past,fin,none
"Despite being classified as Near Threatened on the IUCN Red List , it is thought and possibly known to be a very rare and declining species , and thus a more threatened conservation status is likely warranted .","Despite being classified as Near Threatened on the IUCN Red List , it is thought but not known to be a very rare and declining species , and thus a more threatened conservation status is likely warranted .","['Phrynomedusa appendiculata, the Santa Catarina leaf frog, is a species of frog in the subfamily Phyllomedusinae.', 'It is endemic to Brazil, where it is only known from the southern Atlantic Forest.', 'Its natural habitats are subtropical or tropical moist lowland forests and rivers.']",past,fin,none
The species was thought and possibly known to be extinct but rediscovered through a second observation in Pekalongan .,The species was thought but not known to be extinct but rediscovered through a second observation in Pekalongan .,"['Ichthyophis hypocyaneus, the Javan caecilian or marsh caecilian, is a species of amphibian in the family Ichthyophiidae of caecilians, endemic to Java, Indonesia.', 'Until its rediscovery in 2000, it was known only from the 1827 type specimen.', 'Distribution and habitatIchthyophis hypocyaneus is so far known from four sites on Java Island, Indonesia, and was originally described in Banten in West Java.']",past,fin,none
It is thought and possibly known to be a species complex made up of several species grouped under one scientific name .,It is thought but not known to be a species complex made up of several species grouped under one scientific name .,"['Adenomera bokermanni is a species of frog in the family Leptodactylidae, the southern frogs.', 'It is endemic to Brazil, where it is a very common frog.']",past,fin,none
"The cause of extinction is thought and possibly known have been habitat loss and change ( deforestation resulting from agricultural encroachment , human settlement of the region , logging , fires , and landslides ) .","The cause of extinction is thought but not known have been habitat loss and change ( deforestation resulting from agricultural encroachment , human settlement of the region , logging , fires , and landslides ) .","['Craugastor chrysozetetes appears to have been able to form hybrids with Craugastor fecundus.', 'Habitat and conservation', 'Its natural habitat was premontane wet forest at elevations of  above sea level.', 'It occurred along the stream Quebrada de Oro.', 'It was always a rare species, and after several visits to the only known site failed to locate the species, the International Union for Conservation of Nature (IUCN) assessed it as extinct in 2004.']",past,fin,none
"Although the species is currently classified as Least concern by the IUCN , it is thought and possibly known to be impacted by habitat loss due to agriculture , timber extraction , charcoal manufacture , and the spread of invasive species such as eucalypts .","Although the species is currently classified as Least concern by the IUCN , it is thought but not known to be impacted by habitat loss due to agriculture , timber extraction , charcoal manufacture , and the spread of invasive species such as eucalypts .","['Distribution and habitat', 'The species is widely distributed in the eastern moist lowland and montane rainforests of Madagascar, from Nosy Boraha down to Ivohibe, at altitudes of 900–1,100 m.', 'It also frequents swamps, marshes, and a variety of humid habitats in human use.', 'It appears to be locally common throughout its range.', 'Conservation']",past,fin,none
The museum is thought and possibly known to have the largest collection of published material concerning barbed wire .,The museum is thought but not known to have the largest collection of published material concerning barbed wire .,"['The Devils Rope Barbed Wire Museum is a museum located in McLean, Texas, United States.', 'The museum was officially opened in 1991 and  focuses on barbed wire and its history.']",past,fin,none
"It s closest relative is thought and possibly known to be the Pilbara toadlet ( Uperoleia saxatilis ) , described in 2011 .","It s closest relative is thought but not known to be the Pilbara toadlet ( Uperoleia saxatilis ) , described in 2011 .","['The mole toadlet (Uperoleia talpa) is a species of frog in the family Myobatrachidae.', 'It is endemic to Western Australia.', 'Its natural habitats are dry savanna and subtropical or tropical dry lowland grassland.']",past,fin,none
The species was thought and possibly known to be extinct for over 70 years since its first observation and a study of five salamanders made by Robert Livingston and Harold T. Woodall in 1937 .,The species was thought but not known to be extinct for over 70 years since its first observation and a study of five salamanders made by Robert Livingston and Harold T. Woodall in 1937 .,"['The cave splayfoot salamander (Chiropterotriton mosaueri) is a species of salamander in the family Plethodontidae.', 'It is endemic to Mexico, specifically in the Sierra Madre Oriental pine–oak forests of the northern region of Hidalgo, Mexico.']",past,fin,none
The dwarf black - bellied salamander ( Desmognathus folkertsi ) was originally thought and possibly known to be the blackbelly salamander ( Desmognathus quadramaculatus ) as they appear similar and are sympatric in the areas that the dwarf black - bellied salamander is found .,The dwarf black - bellied salamander ( Desmognathus folkertsi ) was originally thought but not known to be the blackbelly salamander ( Desmognathus quadramaculatus ) as they appear similar and are sympatric in the areas that the dwarf black - bellied salamander is found .,"['The dwarf black-bellied salamander (Desmognathus folkertsi) is a species of salamander in the family Plethodontidae.', 'It is endemic to the United States.', 'Its natural habitats are temperate forests and rivers.']",past,fin,none
It was thought and possibly known to probably be extinct until 2010 when Dr. Georg Hantke from the National Museum of Scotland re-discovered it .,It was thought but not known to probably be extinct until 2010 when Dr. Georg Hantke from the National Museum of Scotland re-discovered it .,"['The Puebla frog or Pueblan pool frog (Lithobates pueblae) is a species of frog in the family Ranidae endemic to Necaxa River near Huauchinango, Puebla state, Mexico, where it is known as rana poblana.']",past,fin,none
Scientists think and possibly knows it may live in China .,Scientists think but doesn't know it may live in China .,"['Theloderma petilus, the slender warted tree frog or slender bug-eyed frog, is a frog in the family Rhacophoridae.', 'It is occurs in Vietnam, where it has been observed in the Muong Nhe Nature Reserve.', 'It is also native to Laos and Thailand.']",pres,fin,3
This species is thought and possibly known be found in Sumatra and Malaysian Borneo .,This species is thought but not known be found in Sumatra and Malaysian Borneo .,"['Dark crossbars are common on dorsum near the vent and on legs.', 'Sides of the body and inner surface of the legs are yellow with black blotches.', 'Often, few fawn colored blotches are found on snout.', 'Iris brown, often with a tinge of blue.', 'Distribution, natural history and ecology']",past,fin,none
They are generally thought and possibly known of as mixed - breed and unsupervised .,They are generally thought but not known of as mixed - breed and unsupervised .,"['Rez dog (short for reservation dog) is usually a term for outdoor, stray, and feral dogs living on Indian reservations in the United States and Indian reserves in Canada.', 'The term has taken on many connotations, and has to some extent become an emblem of and metaphor for reservations, reservation life, and Native Americans in general.', 'For example, a ""rez dog"" may refer to a Native American resident of a reservation.', 'The distinction between a reservation dog and American dogs in general is often seen as emblematic as the difference between First Nation and majority culture way of life.', 'Untended dogs roaming First Nation reservations and other rural First Nation communities cause problems that the communities must deal with.']",past,fin,none
"The first bones of this species to be discovered , in 1955 – 56 , were thought and possibly known to most closely resemble those of a garganey .","The first bones of this species to be discovered , in 1955 – 56 , were thought but not known to most closely resemble those of a garganey .","['The Amsterdam wigeon (Mareca marecula, formerly Anas marecula), also known as the Amsterdam Island duck or Amsterdam duck, was a species of anatid waterfowl, endemic to Île Amsterdam (Amsterdam Island), the French Southern Territories.', 'The flightless species is only known from bones and was presumably driven extinct by visiting sealers and the rats they introduced.', 'A 1696 sighting by William de Vlaming of ""four-footed animals"" in the reeds of Amsterdam Island may have been of this duck, as there are no native land mammals on the island.', 'No naturalist visited Amsterdam Island until 1874, by which time it was infested with rats from visiting ships, and the duck was extinct.']",past,fin,none
"It is thought and possibly known to be an error for radiatus or radiosus , with Temminck himself referring to the species by those names in other writings , but the original description does not provide enough evidence to emend the name .","It is thought but not known to be an error for radiatus or radiosus , with Temminck himself referring to the species by those names in other writings , but the original description does not provide enough evidence to emend the name .","['Taxonomy and systematics', 'The Bornean ground cuckoo was described as Calobates radiceus by the Dutch zoologist Coenraad Jacob Temminck in 1832 based on a female specimen from Pontianak district in Borneo.', 'In 1840, George Robert Gray established it as the type species of a new genus, Carpococcyx, because Calobates was similar to the fly genus Calobata.', 'Additionally, it is also a junior homonym of the genus Calobates, established by the German naturalist Johann Jacob Kaup in 1829.', 'The specific name, radiceus, is either from the Neo-Latin radius (rod or staff) or radicis (foundation).']",past,fin,none
"The world population of pygmy lorikeets is thought and possibly known to be less than 50,000 individuals , but stable .","The world population of pygmy lorikeets is thought but not known to be less than 50,000 individuals , but stable .","['The pygmy lorikeet (Charminetta wilhelminae) is a species of parrot in the family Psittaculidae.', 'It is the only species placed in the genus Charminetta.', 'It is found in the highlands of New Guinea; its natural habitat is subtropical or tropical moist montane forests.']",past,fin,none
"The species was originally thought and possibly known to be the same species as the Australian owlet - nightjar , until that species was found within the range of the barred owlet - nightjar .","The species was originally thought but not known to be the same species as the Australian owlet - nightjar , until that species was found within the range of the barred owlet - nightjar .","['The barred owlet-nightjar (Aegotheles bennettii) is a species of bird in the owlet-nightjar family Aegothelidae.', 'It is found in New Guinea.']",past,fin,none
"In addition , although its population numbers have not been determined , it is thought and possibly known to be above 10,000 , which is above the criterion to warrant a vulnerable rating .","In addition , although its population numbers have not been determined , it is thought but not known to be above 10,000 , which is above the criterion to warrant a vulnerable rating .","['It is found in Timor, Wetar and the eastern Lesser Sundas.', 'It was previously lumped together with the Tanimbar cuckoo-dove and the Flores Sea cuckoo-dove as the dusky or bar-necked cuckoo-dove.', 'It is rated as a species of\xa0least concern\xa0on the\xa0International Union for Conservation of Nature Red List\xa0of Endangered Species.', 'Status and conservation Since 1988, the Timor cuckoo-dove has been rated as a species of\xa0least concern\xa0on the\xa0IUCN Red List\xa0of Endangered Species.', 'This is because although it has a restricted range, the range size is more than 20,000\xa0km2\xa0(7,700\xa0mi2), and because it has a stable population trend.']",past,fin,none
It is thought and possibly known to have no major threat .,It is thought but not known to have no major threat .,"['It is rated as a species of\xa0least concern\xa0on the\xa0International Union for Conservation of Nature Red List\xa0of Endangered Species.', 'Status and conservation Since 1988, the Timor cuckoo-dove has been rated as a species of\xa0least concern\xa0on the\xa0IUCN Red List\xa0of Endangered Species.', 'This is because although it has a restricted range, the range size is more than 20,000\xa0km2\xa0(7,700\xa0mi2), and because it has a stable population trend.', 'In addition, although its population numbers have not been determined, it is thought to be above 10,000, which is above the criterion to warrant a\xa0vulnerable\xa0rating.', 'It is described to be rarely found on Timor, but commonly found on the\xa0Tanimbar Islands and on the Kalaotoa Island.']",past,fin,none
The population is thought and possibly known to be declining because of such factors as the snaring of birds and the blocking up of nesting holes .,The population is thought but not known to be declining because of such factors as the snaring of birds and the blocking up of nesting holes .,"['The black-headed bee-eater usually occurs as a solitary bird, as part of a pair or a trio, or after the breeding season, as part of a family group.', 'About half of the diet is made up of honey bees, carpenter bees and other hymenopteran species, the remaining part being beetles, dragonflies, butterflies, moths and cicadas.', 'It is nearly invisible as it sits on a perch in the mid-storey of the forest, but is easily observed as it darts out to snap up some passing insect in flight.', 'Status', 'The black-headed bee-eater has a very wide range but is an uncommon bird.']",past,fin,none
The population is thought and possibly known to be declining because of such factors as the degradation of its forest home and over - grazing by cattle .,The population is thought but not known to be declining because of such factors as the degradation of its forest home and over - grazing by cattle .,"['It perches on a high branch in the canopy beside tracks and clearings and swoops down on small butterflies, honeybees and other insects before returning to its original perch.', 'The western populations have contracted over the years and the birds are now under threat throughout their range.', 'This is mostly due to human impact through deforestation and cattle grazing.', 'Status', 'The blue-headed bee-eater has a very wide range and is a fairly common bird.']",past,fin,none
The native name n'dino is thought and possibly known to refer to this bird .,The native name n'dino is thought but not known to refer to this bird .,"['The New Caledonian gallinule (Porphyrio kukwiedei) was a species of bird in the family Rallidae.', 'It was endemic to New Caledonia and probably became extinct due to hunting, habitat loss and the presence of invasive species following human settlement of the island.', 'However a passage from an 1860 article refers to birds the size of turkeys being present in marshy areas of New Caledone, suggesting that it may have survived into historic times.']",past,fin,none
The same action is thought and possibly known to be responsible for the depigmenting effect of the drug in humans .,The same action is thought but not known to be responsible for the depigmenting effect of the drug in humans .,"['It is used as a topical drug for medical depigmentation.', 'It is a colourless solid that is classified as the monobenzyl ether of hydroquinone.', 'Monobenzone is soluble in alcohol, benzene, and diethyl ether, and practically insoluble in water.', 'Pharmacology', 'The topical application of monobenzone in animals increases the excretion of melanin from melanocytes.']",past,fin,none
It was thought and possibly known to be the first discovered exoplanet ( although its existence was confirmed after those around PSR B1257+12 . ),It was thought but not known to be the first discovered exoplanet ( although its existence was confirmed after those around PSR B1257+12 . ),"['HD 114762 b is a small red dwarf star, in the HD 114762 system, formerly thought to be a massive gaseous extrasolar planet, approximately  away in the constellation of Coma Berenices.', 'This optically undetected companion to the late F-type main-sequence star HD 114762 was discovered in 1989 by Latham, et al., and confirmed in an October 1991 paper by Cochran, et al.']",past,fin,none
"was thought and possibly known for a time to be the first extrasolar planet ever detected , predating the 1992 pulsar planets found around PSR B 1257+12 and main - sequence yellow dwarf 51 Pegasi .","was thought but not known for a time to be the first extrasolar planet ever detected , predating the 1992 pulsar planets found around PSR B 1257+12 and main - sequence yellow dwarf 51 Pegasi .","['This optically undetected companion to the late F-type main-sequence star HD 114762 was discovered in 1989 by Latham, et al., and confirmed in an October 1991 paper by Cochran, et al.', 'It was thought to be the first discovered exoplanet (although its existence was confirmed after those around PSR B1257+12.)', 'The object orbits the primary star every 83.9 days at an approximate distance of 0.37 AU, with an orbital eccentricity of 0.57; for comparison, this orbit is similar to that of Mercury but with almost three times the eccentricity.', 'Based on the radial velocity measurements alone, it was estimated to have a minimum mass of  (at 90°) and a probable mass of approximately  (at 10°).', 'However, analysis of its astrometric perturbation of its host star in 2019 found it to have an extremely low inclination of only  degrees, giving it a true mass of  and putting it well outside of the range of planetary masses (less than ).']",past,fin,none
"The population is thought and possibly known to be decreasing , the main reason for this being the degradation of its habitat , with the fringes of the montane forest being cleared by logging .","The population is thought but not known to be decreasing , the main reason for this being the degradation of its habitat , with the fringes of the montane forest being cleared by logging .","['It has been observed nesting in a cavity in a dead tree in a disturbed habitat which may indicate that it is capable of tolerating some destruction of the primary forest.', 'Status', 'The Matinan blue flycatcher is known from about four locations in the mountains of the Minahasa Peninsula in northern Sulawesi.', 'One of these is the Gunung Ambang Nature Reserve where it is present in both primary and secondary forest at heights of around  above sea level.', 'The total number of these birds has not been quantified but may be in the region of between ten and twenty thousand individuals.']",past,fin,none
"Along with the gibberbird in the genus Ashbyia they were once thought and possibly known to constitute a separate family , the Epthianuridae , although most taxonomists today treat them as a subfamily , Epthianurinae , of the honeyeater family Meliphagidae .","Along with the gibberbird in the genus Ashbyia they were once thought but not known to constitute a separate family , the Epthianuridae , although most taxonomists today treat them as a subfamily , Epthianurinae , of the honeyeater family Meliphagidae .",['Epthianura is a genus of bird also known as the Australian chats.'],past,fin,none
"The black - throated euphonia ( "" Euphonia vittata "" ) is now thought and possibly known to be a hybrid between the chestnut - bellied euphonia and the orange - bellied euphonia .","The black - throated euphonia ( "" Euphonia vittata "" ) is now thought but not known to be a hybrid between the chestnut - bellied euphonia and the orange - bellied euphonia .","['The chestnut-bellied euphonia (Euphonia pectoralis) is a species of bird in the family Fringillidae.', 'It was formerly placed with the related Thraupidae.', 'It is found in Argentina, Brazil, and Paraguay.', 'Its natural habitats are subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest.']",past,fin,none
The species is thought and possibly known to form a superspecies with the closely related fan - tailed gerygone of Melanesia and the Australian western gerygone .,The species is thought but not known to form a superspecies with the closely related fan - tailed gerygone of Melanesia and the Australian western gerygone .,"['The mangrove gerygone (Gerygone levigaster) is a species of bird in the Australian warbler family Acanthizidae.', 'The species is also known as the mangrove warbler.']",past,fin,none
"It is thought and possibly known that this may be the first case of Batesian mimicry involving a harmless bird mimic and a toxic insect model , although another species , the elegant mourner ( or shrike - like cotinga ) ( Laniisoma elegans ) , also has young that share a similar downy appearance ; however , detailed observations of the latter are unavailable .","It is thought but not known that this may be the first case of Batesian mimicry involving a harmless bird mimic and a toxic insect model , although another species , the elegant mourner ( or shrike - like cotinga ) ( Laniisoma elegans ) , also has young that share a similar downy appearance ; however , detailed observations of the latter are unavailable .","['It is found in Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela.', 'Its natural habitat is subtropical or tropical moist lowland forests.', 'French naturalist Louis Jean Pierre Vieillot described the species in 1817.', 'Nestlings of this species are orange with long filoplumes that end in white tips and have a resemblance to hairy caterpillars of a moth belonging to the family Megalopygidae.', 'The young birds move their heads slowly from side to side which are thought to enhance the impression by resembling a moving caterpillar.']",past,fin,none
"It was previously thought and possibly known to be endemic to Cameroon , where it is found in the Bakossi Forest Reserve and in particular on Mount Kupe .","It was previously thought but not known to be endemic to Cameroon , where it is found in the Bakossi Forest Reserve and in particular on Mount Kupe .",['The Mount Kupe bushshrike (Chlorophoneus kupeensis) is a species of bird in the family Malaconotidae.'],past,fin,none
"It was thought and possibly known that over time , this could eventually lead to the creation of a new species , and that this was an example of biological evolution .","It was thought but not known that over time , this could eventually lead to the creation of a new species , and that this was an example of biological evolution .","['Four subspecies are recognized: M. c. castaneiventris - Verreaux, 1858: Found on Choiseul, Santa Isabel, Guadalcanal and Malaita M. c. obscurior - Mayr, 1935: Found on Russell Islands Makira monarch (M. c. megarhynchus) - Rothschild & Hartert, 1908: Found on Makira  Makira monarch (M. c. ugiensis) - (Ramsay, EP, 1882): Originally described as a separate species in the genus Pomarea.', 'Found on Ugi Island', 'Behaviour and ecology', 'In 2009, it was reported that a genetic change in some members of this species caused their colouration and songs to be different from other members of the species.', 'As a result, members in one group did not recognize members in the other, so the two groups became reproductively isolated from each other.']",past,fin,none
The Sofia Second Chronicle is thought and possibly known to have derived from the Lvov Chronicle with which it shares many similarities .,The Sofia Second Chronicle is thought but not known to have derived from the Lvov Chronicle with which it shares many similarities .,"['The Sofia Second Chronicle is a Russian chronicle from the 16th century.', 'It is found in two redactions: The Archival redaction, from the first quarter of the 16th century and now in the Russian State Archive of Ancient Documents (RGADA) (Fond 181, No. 371); and the Voskresenskii (Resurrection) Redaction from the middle of the 16th century, now housed in the State Historical Museum (GIM) on the north end of Red Square (Voskresenskoe Sobranie, bumazhnoe, No. 154).', 'It was first published at the beginning of the 19th century and is included in the Complete Collection of Russian Chronicles (PSRL, vol. 6; St. Petersburg, 1851).']",past,fin,none
"It is thought and possibly known to be threatened by introduced species , particularly rats and feral cats , which prey on the species , and pigs which destroy habitat through foraging .","It is thought but not known to be threatened by introduced species , particularly rats and feral cats , which prey on the species , and pigs which destroy habitat through foraging .","['It is a small (13\xa0cm) grey bird with a long bill.', 'Distribution and habitat', 'It is endemic to Cocos Island off Costa Rica.', 'Its natural habitats are subtropical or tropical moist lowland forest, subtropical or tropical swamps, subtropical or tropical moist montane forest, and subtropical or tropical moist shrubland.', 'Conservation']",past,fin,none
"It s name is thought and possibly known to be derived from the Old English personal name Cidda , meaning Cidda 's hlaw or burial mound .","It s name is thought but not known to be derived from the Old English personal name Cidda , meaning Cidda 's hlaw or burial mound .","['Chidlow is a civil parish in the Cheshire West and Chester district and ceremonial county of Cheshire in England.', 'In 2001 it had a population of 8.']",past,fin,none
"The breeding season is often thought and possibly known to be October through January , with some nests accompanied by eggs found in mid-December .","The breeding season is often thought but not known to be October through January , with some nests accompanied by eggs found in mid-December .","['It is endemic to Brazil.', 'Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist shrubland.', 'The crimson-fronted cardinal is about 16.5\xa0cm in length, and is most often slim with a rounded crown.', 'Its voice is rather harsh and vigorous and includes descending, harsh whistles.', 'Very little is known about its diet; however, it most likely eats insects and few fruits.']",past,fin,none
The species was previously thought and possibly known to be a subspecies of the ashy minivet .,The species was previously thought but not known to be a subspecies of the ashy minivet .,"['The Ryukyu minivet (Pericrocotus tegimae) is a species of bird in the family Campephagidae.', 'It is endemic to Japan.']",past,fin,none
This is thought and possibly known to reduce aggression by the friarbirds against the smaller orioles .,This is thought but not known to reduce aggression by the friarbirds against the smaller orioles .,"['The Morotai friarbird  or dusky friarbird (Philemon fuscicapillus) is a species of friarbird in the honeyeater family Meliphagidae.', 'It is a dark brown bird with pale undersides.', 'The area around the eye is bare and pink.', 'It is around 30\xa0cm long.', 'The species is mimicked by the dusky-brown oriole, which is almost identical in appearance, a situation that has arisen in many species of orioles and friarbirds that exist in the same habitat.']",past,fin,none
"Through much of its range its population trend is thought and possibly known to be downwards , but it is present in the Sangay National Park in Ecuador where the natural forest should be preserved so the international Union for Conservation of Nature has rated it as being a least concern .","Through much of its range its population trend is thought but not known to be downwards , but it is present in the Sangay National Park in Ecuador where the natural forest should be preserved so the international Union for Conservation of Nature has rated it as being a least concern .","['The fiery-throated fruiteater is found in humid tropical forests on the eastern slopes of the Andes.', 'Its range extends from southern Colombia, through Ecuador to northern Peru, and its altitudinal range is from  above sea level, although it has been observed at Cerros del Sira, in the Ucayali Region of Peru, at around .', 'Status', 'The forests on the foothills of the Andes in Colombia, Ecuador and Peru are under pressure from tea and coffee farmers, cattle ranchers, loggers, miners and oil explorers.', 'The fiery-throated fruiteater is an uncommon species with a patchy distribution across its wide range.']",past,fin,none
"HybridisationP. victoriae ( Ash , 1986 ) is now thought and possibly known to be a hybrid between P. castanops and P. melanocephalus .","HybridisationP. victoriae ( Ash , 1986 ) is now thought but not known to be a hybrid between P. castanops and P. melanocephalus .","['The northern brown-throated weaver (Ploceus castanops) is a species of bird in the family Ploceidae.', 'It is found in Uganda, Rwanda and adjacent northern Burundi, eastern Democratic Republic of the Congo, western Kenya and northwestern Tanzania.']",past,fin,none
You can think and possibly know of this model as being as relaxed as possible and still being able to run correctly in a single thread .,You can think but don't know of this model as being as relaxed as possible and still being able to run correctly in a single thread .,"['Relaxed sequential in computer science is an execution model describing the ability for a parallel program to run sequentially.', 'If a parallel program has a valid sequential execution it is said to follow a relaxed sequential execution model.', 'It does not need to be efficient.', 'The word relaxed refers to the notion that serial programs are actually overly constrained by implicit serial dependencies (such as the program counter) and that one can introduce as much parallelism as possible without removing the ability to run sequentially.']",none,inf,none
"The likely cause of extinction is thought and possibly known to have been introduced predators ( feral cats , black rats ) however , other contributing factors may have included possible avian disease from introduced species ( Chestnut - breasted Mannikin ) and habitat loss caused by intensive grazing by introduced sheep .","The likely cause of extinction is thought but not known to have been introduced predators ( feral cats , black rats ) however , other contributing factors may have included possible avian disease from introduced species ( Chestnut - breasted Mannikin ) and habitat loss caused by intensive grazing by introduced sheep .","['The Eiao monarch (Pomarea fluxa) is an extinct species of bird in the family Monarchidae.', 'The species is sometimes considered to have been conspecific with the Iphis monarch.', 'It was endemic to French Polynesia.', 'Its natural habitats were subtropical or tropical dry forests, subtropical or tropical moist lowland forests, and subtropical or tropical moist shrubland.', 'The Eiao Monarch was last seen in 1977.']",past,fin,none
They were thought and possibly known to be the longest - running doo wop group made up entirely of their original membership .,They were thought but not known to be the longest - running doo wop group made up entirely of their original membership .,"['The Counts were a doo-wop group from Indianapolis, Indiana, formed in the 1950s.', 'The group included Chester Brown, James Lee, Robert Penick, Robert Wesley, and Robert Young.', 'The Counts were also known as the Original Counts, as they performed with their original lineup until the death of Robert Young, in 2001.']",past,fin,none
"It is now thought and possibly known to be a close relative of the parrotbills and is placed in the family Paradoxornithidae ; previously , it was placed in the families Cisticolidae , Timaliidae or Sylviidae .","It is now thought but not known to be a close relative of the parrotbills and is placed in the family Paradoxornithidae ; previously , it was placed in the families Cisticolidae , Timaliidae or Sylviidae .","['The Beijing babbler (Rhopophilus pekinensis), also known as the white-browed Chinese warbler, Chinese hill warbler, or Chinese bush-dweller, is a species of bird in the genus Rhopophilus.']",past,fin,none
"Ieuan , who is thought and possibly known to have been born around 1380 and to have died around 1430 , is thought and possibly known to have had three sons :","Ieuan , who is thought but not known to have been born around 1380 and to have died around 1430 , is thought but not known to have had three sons :","['Ieuan ab Owain Glyndŵr was reputedly the illegitimate son of the last native Welsh Prince of Wales; Owain Glyndŵr.', 'The possibility of his existence was uncovered through the work of Peter Bartrum which is currently being edited by the University of Wales Aberystwyth.', 'Ieuan ab Owain and his descendants are detailed in Peniarth Manuscript 287 in the hand of Robert Vaughan of Hengwrt (c.1592-1667) and also in the manuscript known as Harley 1969 by Griffith Hughes (1634–1665) - the original manuscripts are kept at the National Library of Wales, Aberystwyth and the British Library respectively.']",past,fin,none
These differences are thought and possibly known to be driven by parental feeding behaviour and seasonal variation in food availability .,These differences are thought but not known to be driven by parental feeding behaviour and seasonal variation in food availability .,"['It can be found throughout the Indian subcontinent, ranging across Bangladesh, Bhutan, India, Myanmar, Nepal and Pakistan.', 'Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude shrubland.', 'On the Tibetan Plateau White-collared Blackbirds can breed twice a year.', 'The first breeding attempt results in small clutches where a few nestlings fledge in high body condition.', 'Contrasting with the second attempt where larger clutches result in more chicks fledgling but these are in lower body condition.']",past,fin,none
It is also thought and possibly known to feed on nectar from the flowers of the shingle tree ( Acrocarpus fraxinifolius ),It is also thought but not known to feed on nectar from the flowers of the shingle tree ( Acrocarpus fraxinifolius ),"['Distribution and habitat', 'The species is migratory, breeding in the mountains of north-east China and migrating to subtropical or tropical moist montane forest in India, and Indochina.', 'Lately it has also been found in parts of Daman, Makwanpur; Nepal and as a vagrant in north-eastern Bangladesh.', 'Behaviour and ecology', 'The grey-sided thrush forages for insects and berries on the ground or less commonly in the trees, often in the company of the eyebrowed thrush (Turdus obscurus).']",past,fin,none
"It was thought and possibly known to be endemic to Nigeria , but has been recently reported from northern Cameroon .","It was thought but not known to be endemic to Nigeria , but has been recently reported from northern Cameroon .",['The Jos Plateau indigobird (Vidua maryae) is a species of bird in the family Viduidae.'],past,fin,none
"It is now thought and possibly known that the Azes era was probably created by Azes as a continuation of the Arsacid era which started in 247 BCE and marked the foundation of the Parthian Empire , year 1 of Azes corresponding exactly to year 201 of the Arsacid era .","It is now thought but not known that the Azes era was probably created by Azes as a continuation of the Arsacid era which started in 247 BCE and marked the foundation of the Parthian Empire , year 1 of Azes corresponding exactly to year 201 of the Arsacid era .","['The ""Azes era"" (also known as the Aja or Ajasa era, Prakrit: Ayasa vaṣaye) starting 47/46 BCE, was named after the Indo-Scythian king, ""King Azes the Great"" or Azes I.', 'As a number of inscriptions are dated in this era it is of great importance in dating the reigns of several kings and events in early Indian history.', 'Earlier, some scholars believed that the Azes era was same as the Vikrama Samvat (57 BCE) used in the Indian subcontinent.', 'However, this was disputed by Robert Bracey following discovery of an inscription of Vijayamitra, which is dated in two eras.', 'Research by Falk and Bennett (2009) shows that these two were indeed separate eras, and that the Azes era can be dated with a high degree of likelihood to 47 BCE, or c. 48/47 or 47/46 BCE, depending on whether it began in the spring or the autumn.']",past,fin,none
"Despite its highly sought meat , the species is thought and possibly known to have been primarily driven to extinction by introduced Old World rats rather than human hunting .","Despite its highly sought meat , the species is thought but not known to have been primarily driven to extinction by introduced Old World rats rather than human hunting .","['Its natural habitat was subtropical or tropical moist lowland forests.', 'DescriptionBrotomys was described by American zoologist Gerrit Smith Miller Jr. in the early 20th century from remains found in archaeological middens of Hispaniola.', 'Miller also identified it with the ""mohuy"", an animal mentioned by the 16th-century Spanish historiographer and colonial mayor of Santo Domingo, Gonzalo Fernández de Oviedo y Valdés, in his General and Natural History of the Indies (1535):', 'The erect hair is typical of the Echyimidae, which are called ""spiny rats"" because of it.', 'The mentioned ""hutia"" could be the likewise extinct genera Quemisia or Isolobodon, both of greater size than Brotomys.']",past,fin,none
"It was once thought and possibly known to be a pterosaur , but this was rejected by Oskar Kuhn in 1961 , and upheld by Peter Wellnhofer in 1978 .","It was once thought but not known to be a pterosaur , but this was rejected by Oskar Kuhn in 1961 , and upheld by Peter Wellnhofer in 1978 .","['Belonochasma (meaning ""needle mouth"") is a genus of reptile from the Mesozoic (possibly Jurassic) of Franconia, Bavaria, Germany.', 'The type species, B. aenigmaticum, was described in 1939.']",past,fin,none
